SuburbClass,Rooms,Bathroom,Distance,Latitude,Longitude,BuildingArea,Landsize,HouseAgeType_historic,HouseAgeType_modern
3,3,2.0,14.6,-37.939,145.0533,137.0,374.0,1,0
3,2,1.0,12.0,-37.709,145.02014,69.0,230.0,0,1
3,3,1.0,16.3,-37.6615,145.02761,104.0,535.0,0,1
1,3,2.0,12.2,-37.8625,145.1083,130.0,235.0,0,1
1,5,2.0,9.7,-37.7189,144.9044,204.0,533.0,0,1
3,2,1.0,3.4,-37.79067,144.92844,95.0,147.0,1,0
3,4,2.0,20.6,-37.57383,144.92424,255.0,771.0,0,1
3,3,1.0,12.0,-37.69964,145.00945,103.0,893.0,1,0
3,3,2.0,8.7,-37.7848,144.8969,234.0,211.0,0,1
1,4,2.0,13.8,-37.7624,145.1175,221.0,657.0,0,1
3,3,2.0,13.8,-37.7314,145.0941,177.0,628.0,1,0
3,3,3.0,17.9,-37.96062,145.04296000000005,149.0,160.0,0,1
3,3,1.0,31.7,-37.68734,144.58001000000004,122.86,600.0,0,1
3,4,1.0,38.0,-38.16475,145.1345,158.0,600.0,0,1
1,2,1.0,7.2,-37.87307,144.98635,80.0,837.0,1,0
3,3,1.0,22.2,-37.98031,145.15497,105.0,638.0,0,1
1,2,1.0,1.9,-37.83423,144.95243,78.0,109.0,1,0
3,3,1.0,11.2,-37.7086,144.9919,114.0,474.0,1,0
3,3,1.0,8.4,-37.8424,144.8754,130.0,344.0,1,0
3,3,2.0,18.0,-37.71364000000001,144.76031,161.0,389.0,0,1
1,2,1.0,3.3,-37.8459,144.9555,82.0,120.0,1,0
1,2,1.0,5.3,-37.8285,145.04022,97.0,264.0,1,0
1,3,1.0,5.6,-37.8107,145.0219,175.0,782.0,1,0
3,3,2.0,14.0,-37.72765,144.78107,106.9,543.0,0,1
3,3,1.0,11.2,-37.7097,144.9912,100.0,521.0,0,1
1,3,1.0,2.6,-37.8247,145.0001,118.0,210.0,1,0
1,4,2.0,13.8,-37.767,145.119,255.0,420.0,0,1
3,3,1.0,12.6,-37.7802,144.8374,122.0,518.0,1,0
1,3,3.0,10.7,-37.931,145.0198,244.0,481.0,0,1
3,4,2.0,16.6,-37.6714,144.95458,175.0,688.0,0,1
3,2,1.0,8.8,-37.7437,144.9995,114.0,507.0,1,0
1,4,1.0,1.8,-37.7966,144.9709,139.0,152.0,1,0
3,3,2.0,17.9,-37.96836,145.06452,130.0,305.0,0,1
1,3,1.0,6.2,-37.76464,144.91035,118.0,375.0,1,0
1,2,1.0,8.0,-37.7503,144.911,143.0,477.0,1,0
3,4,1.0,25.0,-37.85652,145.2758,136.0,744.0,0,1
1,4,3.0,5.2,-37.759,144.96623,238.0,733.0,1,0
3,3,1.0,8.2,-37.8066,144.8666,125.0,302.0,1,0
1,3,2.0,11.4,-37.8974,145.0622,250.0,283.0,0,1
3,3,2.0,11.2,-37.7262,145.0177,272.0,676.0,1,0
1,3,1.0,8.0,-37.7399,144.8964,135.0,862.0,0,1
3,3,1.0,10.5,-37.78651,144.81357,117.0,650.0,0,1
1,3,1.0,14.3,-37.77859,145.15755,117.0,660.0,0,1
1,4,1.0,13.9,-37.9289,145.0502,186.0,725.0,1,0
1,3,1.0,9.2,-37.7895,145.0985,151.0,657.0,1,0
3,2,2.0,6.4,-37.78799,144.87515,104.0,279.0,0,1
1,3,2.0,7.4,-37.851,145.0316,235.0,471.0,0,1
3,4,2.0,8.8,-37.7369,144.9905,180.0,604.0,1,0
1,4,1.0,5.2,-37.76792,144.97141000000005,100.0,318.0,1,0
1,3,3.0,7.5,-37.75228,144.88429,187.0,846.0,1,0
3,3,1.0,12.4,-37.6985,144.9778,135.0,533.0,0,1
3,3,2.0,20.6,-37.56937,144.90524,150.0,321.0,0,1
3,3,3.0,7.0,-37.816,144.8936,172.0,386.0,1,0
3,4,1.0,7.8,-37.7473,144.9528,187.0,531.0,1,0
3,3,1.0,12.0,-37.72589,144.99681,116.0,325.0,1,0
3,2,1.0,5.1,-37.80697,144.8928,91.0,152.0,1,0
3,3,1.0,8.8,-37.7482,145.04073,95.0,593.0,1,0
3,3,1.0,4.4,-37.7856,144.9292,140.0,294.0,1,0
3,3,2.0,11.7,-37.88304,145.0969,151.0,382.0,0,1
1,5,4.0,9.2,-37.8627,145.0719,206.0,802.0,0,1
3,3,1.0,10.4,-37.73901,144.89154,111.0,345.0,1,0
3,2,1.0,24.8,-37.87101,145.26641999999995,110.0,733.0,1,0
3,3,2.0,13.8,-37.868,144.8286,141.0,69.0,0,1
3,4,2.0,14.7,-37.85639000000001,145.23536,200.0,704.0,0,1
1,4,2.0,6.3,-37.86325,145.02422,191.0,574.0,1,0
1,4,1.0,10.3,-37.91684,145.01727,163.0,606.0,1,0
1,4,2.0,7.5,-37.7981,145.0472,200.0,458.0,1,0
3,3,2.0,20.0,-37.97889,145.0745,141.0,435.0,0,1
3,3,2.0,24.7,-37.98096,145.22621,125.0,673.0,0,1
3,4,2.0,23.0,-37.78021,145.26367,178.0,731.0,0,1
1,2,1.0,5.2,-37.7646,144.9586,68.0,161.0,1,0
3,3,1.0,17.2,-37.8324,145.20467,94.0,722.0,1,0
3,2,1.0,8.5,-37.72219000000001,144.92559,80.7,164.0,0,1
1,2,1.0,17.3,-37.98489,145.04116000000005,116.0,633.0,1,0
3,2,1.0,7.8,-37.7449,144.9754,81.0,136.0,0,1
3,3,2.0,4.3,-37.7816,144.88998999999995,183.84,366.0,0,1
3,3,2.0,13.0,-37.6952,144.9256,121.0,215.0,0,1
3,4,1.0,9.9,-37.7194,144.9307,159.0,733.0,1,0
3,3,2.0,13.6,-37.7091,144.8958,136.0,158.0,0,1
1,4,2.0,13.7,-37.9315,145.0109,184.0,667.0,1,0
3,4,2.0,35.4,-38.11161,145.15011,170.0,542.0,0,1
3,4,2.0,19.6,-37.63878,145.05577,166.0,656.0,0,1
1,3,1.0,5.8,-37.783,145.0165,150.0,574.0,1,0
1,3,2.0,10.7,-37.9199,145.0174,228.0,315.0,0,1
1,3,1.0,13.9,-37.916,145.0776,120.0,640.0,1,0
1,3,1.0,13.9,-37.9178,145.067,94.0,593.0,1,0
3,4,3.0,8.4,-37.8468,144.874,188.0,278.0,0,1
1,3,1.0,3.0,-37.84804000000001,144.96066000000005,113.0,199.0,1,0
1,4,2.0,2.6,-37.8261,145.0127,145.0,263.0,1,0
3,3,2.0,11.1,-37.8337,144.8554,109.0,171.0,0,1
1,4,2.0,7.8,-37.8378,145.089,176.0,670.0,1,0
1,4,2.0,9.7,-37.735,144.9203,208.0,908.0,1,0
1,3,1.0,5.5,-37.7798,144.9952,160.0,247.0,1,0
1,3,1.0,2.6,-37.8167,144.9978,115.0,250.0,1,0
1,4,2.0,7.8,-37.8284,145.0673,280.0,742.0,0,1
3,3,1.0,20.8,-37.94106,145.16193,99.0,623.0,1,0
3,3,2.0,11.0,-37.86837,144.81502,139.0,200.0,0,1
3,3,2.0,6.4,-37.78502,144.86733,128.0,159.0,0,1
3,2,1.0,11.2,-37.7182,145.0161,92.0,234.0,0,1
1,3,2.0,7.7,-37.8839,144.9831,207.0,737.0,1,0
3,4,3.0,7.7,-37.8261,144.8718,277.0,278.0,0,1
1,2,2.0,4.6,-37.8154,145.0369,82.0,85.0,0,1
3,4,2.0,25.9,-37.58676,145.08889,221.0,512.0,0,1
3,4,2.0,9.9,-37.7268,144.9401,182.0,511.0,0,1
3,2,1.0,11.2,-37.7103,145.0037,103.0,383.0,0,1
1,4,2.0,6.9,-37.761,144.9262,145.0,67.0,0,1
3,2,1.0,7.8,-37.7429,144.952,93.0,280.0,1,0
3,2,1.0,5.1,-37.79047,144.88289,123.0,353.0,1,0
1,3,2.0,13.0,-37.9317,145.0469,245.0,690.0,0,1
3,3,2.0,12.8,-37.7434,144.881,138.0,112.0,0,1
1,4,3.0,11.2,-37.8818,145.0548,110.0,365.0,1,0
1,3,2.0,9.7,-37.7261,144.9171,164.0,696.0,1,0
1,2,1.0,5.4,-37.81202,145.04217,88.0,284.0,1,0
1,5,2.0,11.2,-37.8756,145.0561,267.0,837.0,1,0
1,3,2.0,5.5,-37.7673,145.0081,180.0,403.0,1,0
3,4,2.0,9.9,-37.7207,144.9511,147.0,455.0,1,0
3,3,1.0,17.4,-37.64769,144.91359,112.0,570.0,0,1
1,3,1.0,5.8,-37.7828,145.0154,110.0,309.0,0,1
3,3,1.0,11.5,-37.7178,144.9121,93.0,763.0,1,0
1,3,2.0,4.6,-37.84957,144.9889,138.0,145.0,1,0
3,5,2.0,31.7,-37.67523,144.55833,156.0,666.0,0,1
1,2,1.0,3.3,-37.8422,144.9554,107.0,199.0,1,0
3,4,2.0,18.0,-37.70257,145.14995,206.0,786.0,0,1
1,2,1.0,9.7,-37.8092,145.0789,92.0,213.0,0,1
1,4,3.0,11.4,-37.92588,145.04808,214.0,623.0,1,0
3,3,1.0,6.4,-37.79644,144.86388,109.0,417.0,1,0
1,2,1.0,7.9,-37.80626,145.08776,76.0,136.0,0,1
1,4,2.0,11.2,-37.8337,145.1118,198.0,809.0,1,0
3,4,2.0,14.7,-37.90584000000001,144.74858,244.0,334.0,0,1
3,3,1.0,17.2,-37.84034000000001,145.2022,119.0,653.0,0,1
1,4,3.0,13.8,-37.768,145.1027,164.0,728.0,0,1
3,3,2.0,13.6,-37.7076,144.8961,134.0,175.0,0,1
3,3,1.0,13.8,-37.8608,144.8124,87.0,606.0,1,0
3,3,1.0,14.9,-37.7137,145.0778,124.0,583.0,0,1
1,4,2.0,4.6,-37.8398,145.0305,286.0,516.0,1,0
3,3,1.0,8.8,-37.7418,144.9934,143.0,566.0,1,0
1,4,2.0,9.3,-37.8993,145.0254,256.0,575.0,0,1
3,2,1.0,1.6,-37.7985,144.9883,112.0,282.0,1,0
3,3,2.0,17.2,-37.83581,145.19802,125.0,277.0,0,1
3,3,1.0,8.4,-37.74244,145.02006,129.0,680.0,1,0
3,3,1.0,7.8,-37.7544,144.9764,125.0,379.0,1,0
3,2,1.0,11.2,-37.70175,144.93578,92.0,378.0,1,0
1,2,1.0,3.4,-37.7881,145.0058,90.0,72.0,0,1
1,3,1.0,14.2,-37.86618,145.14757,167.0,807.0,0,1
1,3,1.0,5.2,-37.7642,144.969,105.0,222.0,1,0
3,3,2.0,8.4,-37.8389,144.8666,128.0,575.0,0,1
1,3,2.0,10.7,-37.9124,145.0132,193.0,297.0,0,1
1,3,1.0,8.0,-37.7548,144.9315,145.0,300.0,1,0
1,3,2.0,9.7,-37.8106,145.0848,170.0,306.0,0,1
1,4,2.0,8.5,-37.8852,144.9997,159.0,147.0,1,0
3,3,2.0,11.2,-37.7196,144.997,120.0,565.0,1,0
1,5,3.0,9.2,-37.7854,145.0869,200.0,842.0,0,1
3,2,1.0,23.0,-37.80752,145.27212,110.0,312.0,0,1
3,3,1.0,12.0,-37.71289,145.01967,128.0,224.0,0,1
1,4,1.0,7.8,-37.8441,145.0806,145.0,772.0,1,0
3,3,1.0,15.0,-37.7305,145.08100000000005,117.0,614.0,0,1
3,3,1.0,3.4,-37.78449000000001,144.93482,98.0,185.0,1,0
3,3,2.0,12.4,-37.7133,145.0374,110.0,218.0,0,1
1,3,2.0,7.2,-37.87614,144.99081,122.0,225.0,1,0
3,4,2.0,20.4,-37.6499,144.9013,154.0,538.0,0,1
3,3,2.0,13.8,-37.87,144.825,242.0,352.0,0,1
1,3,2.0,2.1,-37.8383,144.9499,141.0,161.0,1,0
3,3,1.0,11.2,-37.69777,144.91952,95.0,649.0,1,0
3,3,1.0,6.4,-37.7941,144.8924,120.0,585.0,1,0
3,3,1.0,10.5,-37.77917,144.81407,111.0,716.0,1,0
1,2,1.0,7.8,-37.76091,145.04437,114.0,620.0,1,0
1,3,1.0,5.8,-37.7737,145.018,122.0,496.0,1,0
1,2,1.0,3.5,-37.83661,144.93358999999995,105.0,181.0,1,0
1,2,1.0,3.4,-37.7927,144.9981,84.0,185.0,1,0
3,3,1.0,14.5,-37.71296,144.82223,104.0,539.0,0,1
3,2,2.0,11.2,-37.7465,144.8868,113.0,217.0,0,1
3,2,2.0,19.6,-37.65151,145.02815,115.0,214.0,0,1
1,2,1.0,5.5,-37.7651,145.0027,78.0,136.0,0,1
1,2,1.0,2.6,-37.8119,144.9947,118.0,113.0,0,1
1,3,1.0,4.6,-37.85793,145.00734,200.0,435.0,0,1
1,4,1.0,11.2,-37.9262,144.9969,142.0,695.0,0,1
1,3,1.0,8.0,-37.7496,144.892,120.0,227.0,0,1
3,4,1.0,11.2,-37.6981,144.9989,152.0,770.0,0,1
1,3,1.0,2.6,-37.8138,144.9921,140.0,245.0,1,0
1,2,1.0,9.7,-37.812,145.0876,80.0,130.0,1,0
3,5,2.0,8.4,-37.73472,144.99658,217.0,558.0,1,0
1,3,2.0,3.3,-37.8334,144.9867,148.0,181.0,0,1
1,2,1.0,2.5,-37.8016,144.9956,91.0,162.0,1,0
3,3,1.0,7.8,-37.75,144.9695,117.0,431.0,0,1
3,3,1.0,11.2,-37.7108,145.0289,108.0,179.0,0,1
3,3,1.0,14.6,-37.9364,145.0559,165.0,695.0,0,1
1,5,3.0,15.2,-37.95185,145.01859,273.0,553.0,1,0
1,3,2.0,7.7,-37.8789,144.9836,119.0,116.0,0,1
1,5,2.0,16.7,-37.91299,145.1767,237.0,672.0,0,1
3,3,1.0,14.7,-37.88996,144.65526,100.0,531.0,1,0
3,3,1.0,15.4,-37.84308,145.168,114.0,590.0,1,0
3,3,1.0,7.0,-37.8145,144.8808,85.0,189.0,1,0
3,2,1.0,5.9,-37.7665,144.9425,60.0,564.0,0,1
3,4,2.0,6.6,-37.8087,144.8952,158.0,299.0,1,0
3,3,2.0,7.8,-37.7481,144.9663,180.0,293.0,0,1
1,4,2.0,5.3,-37.76898,144.9858,188.0,264.0,0,1
3,2,1.0,9.9,-37.7196,144.9485,94.0,783.0,1,0
1,4,2.0,9.7,-37.8057,145.0825,155.0,665.0,1,0
3,3,1.0,11.2,-37.7242,145.0154,134.0,670.0,1,0
1,3,2.0,11.2,-37.8167,145.0924,173.0,585.0,1,0
3,3,1.0,6.4,-37.8012,144.8924,120.0,246.0,1,0
3,3,1.0,5.9,-37.7609,144.9416,104.0,109.0,0,1
3,3,1.0,14.6,-37.9363,145.0495,121.0,576.0,1,0
3,3,1.0,10.8,-37.785,144.8561,106.0,220.0,0,1
1,4,2.0,9.2,-37.7906,145.0788,214.0,750.0,1,0
3,3,1.0,9.9,-37.718,144.94,98.0,180.0,0,1
1,5,2.0,10.2,-37.81708,145.09566,266.53,739.0,1,0
3,4,2.0,22.7,-37.97412,145.18022,140.0,702.0,0,1
3,4,1.0,11.8,-37.7608,145.0862,180.0,717.0,1,0
3,3,2.0,15.4,-37.82923,145.1744,134.0,266.0,0,1
3,4,2.0,11.2,-37.71328,144.90585,190.0,553.0,0,1
3,4,2.0,11.7,-37.74514,144.87313,211.0,534.0,0,1
1,4,2.0,13.9,-37.782,145.1194,170.0,655.0,0,1
1,3,1.0,2.6,-37.8139,145.0039,110.0,199.0,1,0
1,2,1.0,3.4,-37.7934,144.9922,85.0,155.0,1,0
3,2,1.0,0.0,-37.80802,144.96168,85.0,89.0,0,1
3,3,2.0,14.3,-37.94111,145.0431,109.0,280.0,0,1
3,3,1.0,19.9,-37.7987,145.23032,114.0,446.0,1,0
3,3,1.0,13.5,-37.7905,144.8073,144.0,726.0,0,1
1,2,1.0,4.1,-37.8551,144.968,73.0,123.0,1,0
1,2,2.0,8.2,-37.73519,144.92373999999995,120.0,213.0,0,1
3,4,2.0,14.7,-37.84839,145.14299,260.0,592.0,0,1
1,2,1.0,7.2,-37.87964,144.9856,117.0,249.0,1,0
1,2,1.0,3.8,-37.8361,144.9403,90.0,82.0,1,0
3,5,2.0,11.4,-37.7395,145.0773,207.0,629.0,1,0
3,4,2.0,35.4,-38.10052,145.13397,160.0,771.0,0,1
3,5,3.0,18.0,-37.71152,144.75283000000005,260.0,450.0,0,1
1,3,1.0,13.8,-37.90984,145.08001000000004,129.0,580.0,1,0
1,2,1.0,5.6,-37.7938,145.0321,86.0,124.0,0,1
3,3,2.0,12.8,-37.7322,144.8722,126.0,700.0,0,1
3,3,1.0,10.5,-37.78514000000001,144.84561000000005,95.0,554.0,0,1
3,3,1.0,15.0,-37.7392,144.8241,114.0,597.0,0,1
1,3,3.0,11.2,-37.8727,145.0458,254.0,376.0,1,0
3,3,1.0,11.2,-37.70168,144.94862,133.0,194.0,0,1
3,3,1.0,11.2,-37.71433,144.90616,115.0,722.0,1,0
3,4,2.0,8.8,-37.7506,144.9847,140.0,243.0,0,1
1,3,1.0,11.0,-37.8695,145.084,101.0,806.0,1,0
1,4,1.0,13.9,-37.9147,145.0751,196.0,684.0,0,1
3,3,2.0,8.7,-37.7853,144.8972,160.0,203.0,0,1
1,4,3.0,10.7,-37.9299,145.015,275.0,708.0,1,0
1,4,2.0,8.7,-37.89918,145.01679,185.0,627.0,1,0
3,3,2.0,11.4,-37.7388,145.0742,142.0,217.0,0,1
3,3,2.0,10.8,-37.7844,144.8523,78.0,566.0,0,1
3,3,1.0,6.6,-37.8067,144.8934,136.0,224.0,1,0
1,2,1.0,8.0,-37.7548,144.9113,107.0,225.0,0,1
3,4,2.0,5.9,-37.7606,144.9499,160.0,518.0,0,1
1,2,1.0,11.4,-37.89,145.0559,71.0,133.0,0,1
3,3,1.0,12.0,-37.72765,144.98953,115.0,667.0,1,0
1,3,2.0,8.4,-37.87939,145.0656,172.0,660.0,1,0
1,3,2.0,13.8,-37.91506,145.07121,154.0,616.0,1,0
3,3,2.0,9.5,-37.7524,145.0393,101.51,601.0,1,0
3,4,2.0,14.7,-37.935,145.083,242.0,530.0,0,1
1,3,3.0,5.2,-37.7575,144.9647,100.0,81.0,0,1
3,2,1.0,13.8,-37.7393,145.0806,90.0,197.0,0,1
1,4,2.0,11.2,-37.916,145.0064,274.0,605.0,1,0
1,4,1.0,13.7,-37.9437,145.0175,90.0,723.0,1,0
1,3,3.0,6.9,-37.7702,144.9091,132.0,325.0,1,0
3,2,1.0,3.1,-37.80473,144.9435,66.0,75.0,0,1
1,3,1.0,5.5,-37.7799,144.9937,143.0,407.0,1,0
1,3,2.0,3.8,-37.8323,144.9463,226.0,368.0,1,0
1,3,1.0,14.0,-37.8923,145.1013,107.0,602.0,1,0
1,4,3.0,11.2,-37.8707,145.0482,254.0,412.0,1,0
1,3,2.0,3.3,-37.8473,144.9551,146.0,147.0,1,0
3,3,2.0,23.5,-37.91713,145.24706,143.0,721.0,0,1
3,4,2.0,7.7,-37.8284,144.8861,158.0,389.0,0,1
3,2,1.0,11.2,-37.7295,145.0243,64.0,90.0,0,1
3,4,1.0,14.9,-37.7054,145.0809,123.0,696.0,1,0
3,3,2.0,12.0,-37.71064000000001,145.01067,140.0,160.0,0,1
1,3,1.0,6.4,-37.7802,145.0243,131.0,180.0,0,1
1,4,2.0,6.4,-37.7717,145.031,203.0,599.0,1,0
1,3,1.0,7.5,-37.789,145.0616,152.0,672.0,1,0
1,2,1.0,2.6,-37.821,145.0054,99.0,826.0,0,1
3,3,1.0,9.2,-37.7844,144.8665,80.0,269.0,1,0
1,4,3.0,9.2,-37.8002,145.0999,170.0,869.0,1,0
1,3,2.0,11.8,-37.9069,145.041,92.0,180.0,0,1
1,4,2.0,4.3,-37.77459,144.92993,249.0,360.0,1,0
1,3,1.0,7.7,-37.881,144.9841,138.0,257.0,1,0
1,4,2.0,15.5,-37.75436,145.11938999999995,170.0,520.0,0,1
1,3,2.0,9.2,-37.8602,145.0925,188.0,625.0,1,0
3,2,1.0,11.2,-37.7149,145.0009,81.0,141.0,0,1
1,3,1.0,8.0,-37.8526,144.895,120.0,308.0,1,0
3,4,2.0,5.2,-37.76097,144.93933,217.0,645.0,1,0
3,3,2.0,13.6,-37.8796,145.1044,143.0,277.0,0,1
3,4,2.0,18.0,-37.68974,144.75225,236.0,788.0,0,1
3,3,1.0,16.1,-37.69039,145.09753,95.0,594.0,0,1
1,5,3.0,7.7,-37.84136,145.08149,239.0,570.0,1,0
1,4,2.0,3.5,-37.7815,144.9869,165.0,188.0,1,0
1,2,1.0,9.2,-37.7935,145.0679,85.0,177.0,0,1
1,2,1.0,5.2,-37.75815,144.97366,101.0,196.0,1,0
1,3,2.0,2.3,-37.7976,144.944,150.0,118.0,1,0
3,3,1.0,5.9,-37.7659,144.9494,93.0,220.0,1,0
3,2,1.0,6.6,-37.8084,144.8907,72.0,148.0,1,0
3,3,2.0,18.0,-37.7117,144.75204,119.0,343.0,0,1
3,3,2.0,14.7,-37.88421,144.67869,143.0,847.0,0,1
3,2,1.0,16.3,-37.66612,145.0008,100.0,277.0,0,1
3,2,2.0,8.8,-37.7443,145.0015,129.0,76.0,0,1
3,3,2.0,14.6,-37.9418,145.0549,180.0,653.0,1,0
3,3,1.0,14.6,-37.9404,145.0464,112.0,603.0,1,0
3,3,1.0,8.8,-37.73736,145.05603,125.0,592.0,1,0
3,2,1.0,11.8,-37.7787,145.0918,76.0,135.0,0,1
1,2,1.0,13.0,-37.8945,145.0876,88.0,100.0,0,1
3,3,1.0,16.7,-37.92559,145.10804,100.0,340.0,1,0
1,4,2.0,21.5,-37.98464,145.08185,180.0,641.0,0,1
1,4,2.0,10.1,-37.89465,145.06984,265.0,632.0,1,0
1,2,1.0,5.9,-37.7761,144.9165,98.0,226.0,1,0
1,3,2.0,10.4,-37.85682,145.10873,144.0,207.0,0,1
3,3,2.0,7.8,-37.8118,144.8801,145.0,275.0,1,0
1,2,1.0,2.7,-37.83766,144.98799,62.0,876.0,0,1
1,4,2.0,3.5,-37.786,144.9864,175.0,445.0,1,0
3,2,2.0,6.6,-37.8034,144.8855,111.0,228.0,1,0
1,3,1.0,11.2,-37.9268,144.991,116.0,277.0,1,0
3,2,1.0,6.4,-37.7966,144.9016,93.0,313.0,1,0
1,2,1.0,6.4,-37.7791,145.0306,60.0,88.0,1,0
3,4,1.0,7.8,-37.7369,144.9637,147.0,576.0,1,0
1,2,1.0,3.5,-37.7793,144.9879,85.2,192.0,1,0
3,3,1.0,14.5,-37.7143,144.8315,157.0,589.0,0,1
1,3,2.0,7.8,-37.841,145.0824,225.0,656.0,0,1
1,3,2.0,4.1,-37.847,144.9594,165.0,151.0,1,0
3,4,2.0,20.4,-37.61236,144.90753,230.0,680.0,0,1
3,3,1.0,8.4,-37.8414,144.892,144.0,546.0,1,0
3,3,1.0,8.8,-37.745,145.0139,147.0,472.0,0,1
1,4,2.0,13.9,-37.7895,145.1116,150.0,664.0,0,1
1,4,2.0,13.0,-37.898,145.0815,184.0,678.0,1,0
3,4,2.0,14.7,-37.91269000000001,144.73946,238.0,448.0,0,1
3,3,1.0,11.2,-37.7152,144.9817,116.0,490.0,0,1
1,3,3.0,13.9,-37.9149,145.0788,122.0,391.0,1,0
3,3,2.0,14.7,-37.9156,145.0879,105.0,258.0,0,1
3,4,2.0,14.0,-37.68584,144.9315,158.0,696.0,1,0
1,4,1.0,7.0,-37.75231,144.99023,120.0,495.0,1,0
3,3,2.0,36.9,-38.11948,145.14928,109.0,691.0,1,0
1,3,1.0,15.2,-37.94901,145.01167,117.0,493.0,1,0
1,3,1.0,13.1,-37.8262,145.1301,152.0,689.0,1,0
1,3,2.0,11.2,-37.894,144.9977,195.0,517.0,1,0
3,3,1.0,12.9,-37.69636,144.88265,121.0,676.0,0,1
1,2,1.0,11.4,-37.91627,145.03892,75.0,834.0,0,1
1,4,2.0,6.5,-37.7601,145.0122,153.0,470.0,1,0
3,3,2.0,17.9,-37.67391,145.0618,161.0,840.0,0,1
3,2,2.0,11.2,-37.7071,145.0108,93.0,254.0,0,1
1,3,2.0,8.0,-37.7417,144.8961,165.0,858.0,1,0
1,2,1.0,3.8,-37.8356,144.9439,70.0,124.0,1,0
1,4,2.0,7.9,-37.7671,145.037,185.0,589.0,1,0
1,3,2.0,6.1,-37.8641,144.9739,192.0,176.0,1,0
3,4,1.0,9.4,-37.7466,145.0428,152.0,632.0,1,0
1,4,2.0,21.5,-37.99232,145.08469,150.0,597.0,0,1
3,2,1.0,7.8,-37.7506,144.9694,69.0,388.0,1,0
1,4,2.0,8.0,-37.7439,144.9195,145.0,683.0,1,0
3,4,1.0,8.4,-37.847,144.8788,108.0,329.0,1,0
3,3,1.0,12.6,-37.7906,144.8387,113.0,511.0,1,0
3,4,3.0,11.7,-37.73492,144.87231,273.0,670.0,0,1
3,3,3.0,11.2,-37.7154,144.9962,153.0,618.0,1,0
1,3,1.0,5.6,-37.801,145.0297,110.0,904.0,0,1
1,2,1.0,8.4,-37.87798,145.06731000000005,97.0,129.0,1,0
1,3,1.0,7.8,-37.8459,145.0644,105.0,821.0,1,0
1,4,2.0,13.8,-37.7647,145.1186,280.0,673.0,0,1
3,4,2.0,14.7,-37.78774,144.76019,210.0,528.0,0,1
3,3,2.0,13.5,-37.7966,144.7928,181.0,805.0,0,1
3,2,1.0,14.6,-37.9355,145.0485,79.0,83.0,1,0
1,4,3.0,13.4,-37.84307,145.13419,168.0,592.0,0,1
1,2,2.0,2.3,-37.795,144.942,100.0,109.0,1,0
1,3,1.0,13.9,-37.7934,145.1207,175.0,764.0,0,1
1,3,2.0,8.0,-37.8658,144.8857,180.0,506.0,0,1
1,3,1.0,8.0,-37.7418,144.8918,142.0,190.0,0,1
3,4,2.0,10.8,-37.76012,145.0854,170.0,602.0,0,1
3,3,2.0,14.5,-37.724,144.8514,150.0,650.0,0,1
1,3,2.0,4.5,-37.8519,145.0055,139.0,146.0,1,0
3,3,2.0,13.0,-37.7116,144.9357,133.0,243.0,0,1
1,2,2.0,4.6,-37.813,145.0167,151.0,191.0,0,1
1,2,1.0,5.3,-37.81789000000001,145.03948,101.0,200.0,1,0
3,2,1.0,8.8,-37.7455,144.9954,72.0,310.0,1,0
1,2,1.0,5.1,-37.8582,144.9979,90.0,774.0,1,0
1,3,2.0,5.2,-37.77588,144.95736000000005,108.0,251.0,1,0
3,3,1.0,9.2,-37.7813,144.8678,107.0,285.0,1,0
3,3,1.0,11.2,-37.7115,145.0009,162.0,602.0,0,1
1,3,2.0,8.0,-37.8671,144.9001,170.0,260.0,0,1
1,4,3.0,7.9,-37.81462,145.08776,214.0,848.0,1,0
3,3,2.0,12.4,-37.7049,144.9631,205.0,207.0,0,1
3,3,2.0,4.3,-37.78606,144.88459,185.0,359.0,0,1
3,3,1.0,6.4,-37.8023,144.8915,130.0,451.0,1,0
1,5,3.0,6.2,-37.81936,145.05131,274.0,572.0,0,1
1,2,1.0,4.1,-37.8527,144.9657,80.0,132.0,1,0
1,2,1.0,12.2,-37.8696,145.0962,80.0,153.0,0,1
1,4,2.0,6.4,-37.7719,145.0309,210.0,589.0,1,0
1,3,2.0,9.2,-37.8529,145.0605,176.0,328.0,0,1
1,4,2.0,3.4,-37.7885,144.9994,169.0,162.0,0,1
3,4,1.0,21.3,-37.8159,145.24688,115.0,894.0,1,0
1,3,2.0,12.1,-37.902,145.0705,169.0,506.0,1,0
1,4,2.0,13.9,-37.9198,145.0789,190.0,316.0,0,1
1,4,3.0,7.0,-37.76281,145.01986000000005,251.0,530.0,0,1
1,3,2.0,11.2,-37.8309,145.0946,211.0,536.0,1,0
3,4,2.0,13.0,-37.6964,144.9314,138.0,683.0,0,1
1,2,1.0,5.9,-37.7774,144.9186,87.0,226.0,1,0
3,3,2.0,9.2,-37.785,144.8673,128.0,159.0,0,1
3,3,2.0,11.2,-37.7462,144.8873,180.0,229.0,0,1
3,3,2.0,3.1,-37.80947000000001,144.94473,209.0,862.0,1,0
1,3,1.0,5.8,-37.7728,145.0214,109.0,553.0,1,0
1,3,1.0,6.5,-37.7639,145.0135,117.0,242.0,0,1
3,3,2.0,8.8,-37.7425,145.014,121.0,479.0,1,0
